custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
L8B39V,1,10/13/11,10/13/11,3/20/13,43,20.93023256,13.95348837,90.56,0.011450382,0,0,0,Thursday,DEL
35J6RP,0,3/25/13,3/25/13,8/18/13,6,83.33333333,0,66.12,0.054794521,1,0,0,Monday,DEL
CER7H9,0,10/8/12,10/23/12,3/20/13,7,85.71428571,0,29.59,0.02027027,1,0,0,Thursday,DEL
4A3DSB,1,12/12/12,4/29/13,4/29/13,46,13.04347826,0,39.25,0,0,0,0,Saturday,BLR
TMZJ2S,1,4/20/13,4/20/13,4/20/13,44,9.090909091,0,104.58,0,0,0,0,Tuesday,MAA
GJ57HM,1,9/14/10,9/16/10,1/13/14,48,50,20.83333333,99.09,0.115226337,1,0,0,Tuesday,DEL
P436V8,1,7/10/11,7/11/11,1/6/14,51,5.882352941,0,92.13,0.017582418,0,0,0,Tuesday,DEL
UKD5NX,1,1/25/11,9/23/11,1/6/14,43,20.93023256,11.62790698,39.24,0.08492823,1,1,0,Wednesday,BOM
2YU3JU,1,11/9/11,11/16/11,10/16/13,31,96.77419355,22.58064516,79.05,0.002857143,1,0,0,Friday,BOM
G7HTLR,0,9/18/11,9/26/11,8/4/13,0,0,0,165.78,0.02359882,0,0,0,Tuesday,BOM
E4VZYS,1,2/29/12,3/13/12,3/11/13,37,56.75675676,8.108108108,67.58,0.019283747,1,0,0,Friday,DEL
89X5VU,1,6/14/13,6/14/13,6/14/13,46,15.2173913,0,94.13,0,1,0,0,Saturday,BLR
3HXVJD,0,2/23/13,4/27/13,4/27/13,0,0,0,69.34,0,0,0,0,Tuesday,BOM
PSMAMZ,1,2/9/13,12/1/13,12/1/13,46,28.26086957,4.347826087,99.9,0,1,0,0,Monday,BOM
2PWEW3,0,2/2/13,6/29/13,6/29/13,2,100,0,30.99,0,0,0,0,Monday,BOM
G8TP8B,1,8/28/12,4/22/13,1/15/14,80,43.75,16.25,45.38,0.029850746,1,0,1,Thursday,MAA
X6ABMK,1,7/25/11,7/25/11,1/15/14,61,6.557377049,1.639344262,116.4,0.038674033,0,0,0,Friday,BOM
5UUGAR,1,5/28/11,6/20/11,7/25/13,41,43.90243902,2.43902439,119.3,0.020887728,0,0,0,Monday,BOM
6947LB,1,10/2/12,10/2/12,11/3/13,45,24.44444444,4.444444444,89.24,0.035264484,1,0,0,Thursday,MAA
QJEJMJ,1,6/10/13,6/12/13,10/28/13,45,11.11111111,6.666666667,112.53,0.144927536,1,0,0,Tuesday,BOM
N5FFJQ,0,12/18/12,1/11/13,1/11/13,5,100,0,61.33,0,0,0,0,Friday,DEL
URXULH,1,5/22/13,6/3/13,1/6/14,57,14.03508772,5.263157895,51.86,0.115207373,1,1,0,Tuesday,DEL
B2RT97,0,10/8/08,7/20/09,1/18/14,22,18.18181818,4.545454545,94.2,0.109555691,1,0,1,Tuesday,DEL
YY26M6,1,3/7/13,3/12/13,3/12/13,44,4.545454545,0,70.46,0,0,0,0,Wednesday,BOM
LBUMGN,1,2/2/13,2/2/13,1/12/14,57,3.50877193,1.754385965,143.67,0.058139535,0,0,0,Monday,BOM
Y5XBA5,0,7/3/13,7/3/13,7/6/13,3,0,0,61.96,0.666666667,0,0,0,Friday,MAA
9GECNL,1,5/5/13,5/5/13,7/14/13,33,78.78787879,0,64.53,0.028571429,0,0,0,Monday,MAA
794RN4,0,10/7/09,10/7/09,10/7/09,0,0,0,178.3,0,0,0,0,Thursday,DEL
JNQ9QZ,0,7/26/11,7/27/11,5/12/13,7,71.42857143,0,52.16,0.003053435,0,0,0,Wednesday,BOM
4BGS3D,1,5/4/10,3/7/11,11/13/13,41,87.80487805,12.19512195,103.84,0.077393075,1,1,0,Thursday,DEL
SVJYKC,1,5/27/13,5/28/13,10/31/13,41,75.6097561,12.19512195,105.5,0.108974359,1,0,0,Thursday,DEL
CX3F3U,1,6/26/13,9/16/13,9/16/13,23,60.86956522,8.695652174,52.95,0,1,0,0,Wednesday,MAA
LUGUME,1,5/18/11,7/25/11,10/21/13,46,32.60869565,8.695652174,60.31,0.006105006,0,1,0,Tuesday,BOM
FT97BW,0,4/16/13,4/19/13,4/19/13,1,100,0,82.45,0,0,0,0,Tuesday,BLR
FDQRZX,1,5/12/13,6/4/13,6/4/13,43,13.95348837,2.325581395,33.98,0,1,0,0,Friday,BOM
BA8GXL,1,8/28/12,9/30/12,1/3/13,33,18.18181818,0,66.26,0.073684211,1,0,0,Sunday,MAA
24QMLK,1,6/10/13,6/20/13,6/20/13,46,6.52173913,0,100.95,0,1,0,0,Saturday,BLR
2HZNL4,0,6/17/11,7/2/11,7/2/11,13,15.38461538,7.692307692,31.93,0,0,0,0,Wednesday,DEL
Z63AAD,1,5/1/13,5/1/13,10/9/13,43,18.60465116,4.651162791,56.52,0.02484472,1,0,0,Monday,DEL
RF7RXN,1,4/5/13,4/22/13,4/22/13,39,56.41025641,2.564102564,91.76,0,0,0,0,Tuesday,DEL
LSTNYC,1,12/3/09,1/23/11,11/5/13,39,64.1025641,7.692307692,93.12,0.052114061,1,0,0,Thursday,DEL
WN8QAL,1,4/10/13,4/25/13,6/6/13,46,4.347826087,0,65.15,0.071428571,0,0,0,Friday,BOM
BUW4DR,1,9/7/10,9/16/10,9/30/13,46,10.86956522,0,114.56,0.066666667,1,0,0,Thursday,DEL
LUHAH6,1,2/3/13,2/5/13,11/18/13,45,17.77777778,2.222222222,74.77,0.097902098,1,0,0,Wednesday,MAA
WMZGVA,1,3/29/13,3/29/13,3/29/13,45,0,0,6.13,0,0,0,0,Thursday,DEL
U4P292,1,5/26/13,7/6/13,9/21/13,44,2.272727273,0,37.62,0.038961039,1,0,0,Monday,DEL
4VSSRA,1,6/16/13,6/16/13,11/26/13,51,37.25490196,5.882352941,58.02,0.104294479,1,0,0,Monday,BOM
FAQD85,1,6/5/13,7/6/13,10/7/13,47,12.76595745,0,56.66,0.021505376,1,0,0,Wednesday,MAA
XT8RKE,0,4/12/13,4/21/13,5/4/13,0,0,0,156.82,0.153846154,0,0,0,Monday,BOM
QVZS6K,1,5/29/13,6/28/13,7/7/13,44,2.272727273,2.272727273,50.33,0.222222222,1,0,0,Wednesday,BOM
995THV,1,10/10/11,10/10/11,1/1/14,50,16,0,66.76,0.095823096,0,0,0,Wednesday,BOM
KFJENR,1,10/12/11,10/13/11,9/4/13,46,8.695652174,4.347826087,90.73,0.01300578,0,0,0,Thursday,BOM
AY48W4,1,8/28/12,9/11/12,1/16/14,60,13.33333333,8.333333333,97.22,0.101626016,1,1,1,Saturday,MAA
P7KF4Y,1,6/5/13,6/6/13,1/7/14,47,53.19148936,8.510638298,47.59,0.051162791,1,0,0,Wednesday,BOM
HRDFKM,1,2/6/13,3/7/13,3/7/13,45,0,0,63.95,0,1,0,0,Friday,BOM
Q5NYVE,1,6/3/13,6/19/13,6/19/13,45,15.55555556,0,145.33,0,1,0,0,Wednesday,MAA
5XS8GR,0,8/28/12,8/2/12,8/2/12,0,0,0,74.91,0,0,0,0,Sunday,BLR
PLJWQZ,0,8/15/12,8/15/12,10/21/13,0,0,0,144.11,0.094907407,0,0,0,Friday,BOM
TW6T8V,1,2/20/13,2/22/13,2/22/13,45,0,0,34.09,0,0,0,0,Wednesday,MAA
H4FDKU,1,5/10/13,5/12/13,7/19/13,45,0,0,25.07,0.029411765,0,0,0,Monday,DEL
3T79BU,0,5/15/13,7/6/13,8/4/13,8,25,0,67.57,0.068965517,0,0,0,Monday,DEL
CMER3V,1,4/9/13,5/10/13,5/10/13,45,0,0,262.73,0,0,0,0,Friday,MAA
RLYLXB,1,10/1/12,4/10/13,4/10/13,45,0,0,110.6,0,0,0,0,Wednesday,DEL
79FCZD,1,3/9/12,3/9/12,12/20/13,57,8.771929825,7.01754386,60.76,0.021505376,0,0,0,Monday,DEL
WELAEW,1,3/21/13,6/24/13,7/8/13,33,9.090909091,0,43.44,0.142857143,0,0,0,Tuesday,MAA
U79T7N,1,3/2/13,6/15/13,6/17/13,45,8.888888889,0,55.31,1,0,0,0,Monday,DEL
5ZZXG9,1,6/7/13,6/7/13,6/7/13,45,0,0,45.57,0,1,0,0,Monday,MAA
BTUPYQ,0,8/28/12,7/26/12,1/19/14,17,100,5.882352941,51.78,0.060885609,1,1,1,Monday,MAA
FPAK56,0,5/26/13,5/26/13,5/26/13,0,0,0,24.9,0,1,0,0,Tuesday,DEL
MNTCRD,1,6/2/13,6/3/13,6/3/13,42,38.0952381,2.380952381,50.8,0,1,0,0,Wednesday,BOM
DCPX52,1,11/30/12,5/6/13,5/20/13,42,14.28571429,2.380952381,74.79,0.214285714,0,0,0,Tuesday,MAA
FJY4AF,1,10/25/11,7/8/12,11/18/13,50,18,2,84.48,0.004016064,0,0,0,Monday,DEL
RPQ927,1,12/19/12,4/17/13,4/17/13,45,6.666666667,0,55.39,0,0,0,0,Saturday,MAA
3ZMDKD,1,8/21/10,4/10/11,2/4/13,46,2.173913043,0,73.44,0.036036036,0,0,0,Monday,DEL
WAMLLM,1,4/11/13,4/10/13,1/16/14,61,22.95081967,6.557377049,125.68,0.035587189,0,1,0,Friday,BOM
7DKSU6,1,8/28/12,11/3/13,11/16/13,34,47.05882353,14.70588235,96.94,0.153846154,0,0,0,Monday,MAA
7RJF4C,1,6/27/12,7/2/12,9/22/13,33,87.87878788,42.42424242,53.56,0.022371365,0,0,0,Monday,DEL
ZMWTHU,1,4/15/13,5/15/13,1/13/14,82,12.19512195,3.658536585,78.73,0.181069959,0,1,0,Tuesday,BOM
5DPT8U,0,4/12/13,4/16/13,4/16/13,0,0,0,57.98,0,0,0,0,Wednesday,DEL
6NBUEA,1,1/19/13,1/22/13,1/16/14,42,90.47619048,2.380952381,92.1,0.097493036,0,0,0,Thursday,BOM
ZVWAE5,1,6/16/13,7/1/13,1/14/14,40,80,12.5,23.12,0.131979695,1,0,0,Wednesday,BOM
E8RYRB,1,6/5/13,6/21/13,6/21/13,46,17.39130435,2.173913043,99.76,0,1,0,0,Tuesday,BLR
3296LJ,1,8/13/10,1/26/12,1/13/14,59,3.389830508,1.694915254,133.96,0.038997214,1,0,1,Monday,DEL
FCCPTT,1,4/19/13,4/19/13,4/19/13,45,0,0,67.21,0,0,0,0,Wednesday,MAA
2264XM,1,11/11/12,11/11/12,4/14/13,45,0,0,64.58,0.012987013,0,0,0,Monday,DEL
LT2GGP,0,6/17/13,6/18/13,6/18/13,7,14.28571429,0,89.96,0,1,0,0,Saturday,BLR
6QGD7S,1,5/9/13,5/23/13,9/12/13,47,0,0,65.2,0.125,0,0,0,Friday,BOM
KVS6TU,0,10/1/12,2/13/13,4/25/13,16,18.75,0,44.18,0.070422535,0,0,0,Wednesday,DEL
RLQ7NC,0,7/29/11,8/8/11,10/27/11,0,0,0,90.8,0.0375,1,0,0,Monday,DEL
MGYRG6,1,10/31/10,3/28/11,2/18/13,47,0,0,72.98,0.038961039,0,0,0,Monday,DEL
EMWZMX,1,2/21/13,2/21/13,2/21/13,45,2.222222222,2.222222222,70.3,0,1,0,0,Saturday,MAA
YDVWYN,1,6/1/13,7/14/13,10/25/13,43,74.41860465,4.651162791,102.82,0.029126214,1,1,0,Monday,MAA
UCYSZU,0,4/30/13,5/2/13,6/16/13,0,0,0,45.74,0.088888889,0,0,0,Saturday,MAA
5GVVLQ,1,7/7/13,7/7/13,1/12/14,49,51.02040816,6.12244898,102.46,0.084656085,1,0,1,Saturday,MAA
3BN7AR,0,5/10/13,5/12/13,5/12/13,0,0,0,93.8,0,0,0,0,Monday,DEL
LMYWJQ,0,1/14/13,1/14/13,1/7/14,2,100,50,73.01,0.016759777,1,0,0,Friday,MAA
6RTX8N,1,6/19/13,9/24/13,9/24/13,36,2.777777778,2.777777778,34.03,0,1,0,0,Wednesday,MAA
5M5PR3,1,1/22/13,3/1/13,3/1/13,39,48.71794872,7.692307692,38.71,0,1,0,0,Friday,BOM
UV8Z6R,1,8/28/12,7/24/12,3/25/13,48,0,0,81.66,0.040983607,0,0,0,Thursday,MAA
Q9VAWV,1,7/27/11,8/2/11,12/8/13,48,25,12.5,47.5,0.047729919,0,0,0,Monday,BOM
MHD8GS,0,11/16/12,11/19/12,2/10/13,2,50,0,206.4,0.024096386,0,0,0,Monday,DEL
G4UWE6,1,2/19/13,2/19/13,2/19/13,42,38.0952381,2.380952381,55.22,0,0,0,0,Thursday,MAA
JRS8W7,1,1/6/13,11/27/13,1/7/14,50,32,10,38.09,0.097560976,1,0,0,Tuesday,MAA
RKXCN2,0,6/3/13,6/23/13,6/23/13,0,0,0,99.26,0,1,0,0,Saturday,BLR
UY2WGC,1,7/27/11,7/27/11,4/14/13,45,4.444444444,0,41.48,0.003189793,0,0,0,Friday,BOM
JE7C4H,1,8/28/12,5/28/13,1/16/14,51,25.49019608,3.921568627,47.03,0.077253219,0,1,0,Saturday,MAA
ATAAP8,1,4/10/13,8/6/13,8/6/13,41,34.14634146,0,41,0,0,0,0,Tuesday,BOM
QUT758,0,11/13/08,8/31/10,6/20/11,0,0,0,33.45,0.044368601,0,0,0,Wednesday,DEL
2TEQUQ,1,11/8/10,8/2/13,8/2/13,42,4.761904762,2.380952381,88.84,0,0,0,0,Monday,DEL
64386S,1,6/23/13,10/13/13,11/14/13,33,42.42424242,3.03030303,109,0.0625,1,0,0,Monday,BOM
P2F2JN,1,11/27/11,12/13/11,1/30/12,46,2.173913043,0,90.99,0.083333333,1,0,0,Tuesday,BOM
MEVFXJ,1,6/5/13,6/30/13,7/15/13,46,2.173913043,0,109.39,0.133333333,1,0,0,Tuesday,BOM
49T9V4,1,4/5/13,4/12/13,1/19/14,62,9.677419355,6.451612903,60.38,0.042553191,0,0,0,Monday,DEL
EG2QNV,0,2/27/13,11/8/13,11/8/13,0,0,0,32.56,0,1,0,0,Tuesday,MAA
GJRLZW,1,1/28/13,3/3/13,3/3/13,42,11.9047619,0,58.53,0,0,0,0,Tuesday,MAA
M72D4W,0,10/17/12,1/28/13,3/5/13,24,4.166666667,0,54.22,0.055555556,0,0,0,Tuesday,BOM
E2AE6B,0,5/17/13,5/17/13,6/9/13,1,0,0,60,0.086956522,0,0,0,Monday,MAA
94BDUN,0,10/6/12,3/12/13,3/12/13,11,72.72727273,9.090909091,57.44,0,0,0,0,Saturday,MAA
BY42LE,1,11/10/09,11/10/09,11/19/13,36,75,0,206.94,0.012244898,1,0,0,Monday,DEL
WAPCD5,1,7/31/11,8/2/11,4/15/13,36,75,0,136.65,0.09807074,0,0,0,Tuesday,BOM
CEQEQ3,1,8/31/12,9/27/12,1/16/14,49,20.40816327,20.40816327,175.27,0.033613445,0,0,0,Friday,DEL
RJWD4S,1,5/20/13,6/5/13,6/5/13,43,4.651162791,0,68.97,0,0,0,0,Friday,MAA
3E4T6U,1,5/23/11,6/7/11,2/25/13,47,6.382978723,2.127659574,56.79,0.007949126,0,0,0,Tuesday,DEL
X9CQS2,1,9/12/12,9/12/12,9/29/12,33,12.12121212,3.03030303,75,0.117647059,0,0,0,Sunday,MAA
9998DH,1,4/5/12,4/5/12,1/19/14,48,41.66666667,12.5,98.92,0.012232416,1,0,0,Monday,BOM
7BCP4R,1,9/29/10,11/22/10,11/20/13,52,1.923076923,0,140.87,0.029250457,0,0,0,Thursday,DEL
M7H54Y,1,8/7/12,10/19/12,7/18/13,37,78.37837838,2.702702703,98.81,0.014705882,0,0,0,Friday,MAA
D7RV2W,0,4/13/13,6/19/13,6/19/13,0,0,0,49.47,0,1,0,0,Thursday,BOM
Z3JMD4,1,6/5/13,7/17/13,8/8/13,43,44.18604651,2.325581395,81.24,0.181818182,1,0,0,Friday,BOM
7YJ5T3,0,6/2/13,6/3/13,6/3/13,0,0,0,114.87,0,1,0,0,Tuesday,MAA
ZGGYSV,1,2/28/13,3/5/13,6/19/13,48,22.91666667,6.25,75.83,0.08490566,1,0,0,Thursday,MAA
QD8JCE,1,6/9/13,9/8/13,12/9/13,32,46.875,3.125,44.26,0.02173913,1,0,0,Monday,DEL
Z673A2,1,4/13/13,4/24/13,5/6/13,45,0,0,102.23,0.166666667,0,0,0,Thursday,DEL
N5WM2J,1,5/11/13,6/4/13,6/11/13,34,76.47058824,14.70588235,71.62,0.285714286,0,0,0,Wednesday,BOM
PACTLB,1,6/22/13,6/22/13,6/22/13,45,0,0,53.03,0,1,0,0,Monday,BOM
H9JJJQ,1,3/23/13,11/12/13,11/12/13,49,2.040816327,0,40.02,0,0,0,0,Monday,BOM
8P2PLR,1,3/19/13,3/23/13,1/7/14,50,10,8,75.33,0.05862069,0,0,0,Wednesday,MAA
UYNXFQ,1,6/29/11,6/29/11,10/23/13,44,45.45454545,15.90909091,85.4,0.033057851,1,0,0,Thursday,DEL
UZQQEX,0,7/1/13,7/5/13,7/5/13,0,0,0,70.67,0,1,0,0,Thursday,MAA
KPALJ4,0,8/15/11,8/16/11,1/16/12,0,0,0,78.24,0.026143791,0,0,0,Tuesday,DEL
8HXDPD,1,11/5/12,11/5/12,1/3/13,44,9.090909091,9.090909091,92.73,0.101694915,0,0,0,Friday,BOM
RNP9ET,1,4/19/09,5/7/09,10/6/11,47,0,0,51.74,0.011337868,0,0,0,Friday,DEL
AT8NVG,1,2/15/13,10/29/13,10/29/13,39,0,0,111.21,0,0,0,0,Wednesday,BOM
DP95ZH,1,8/8/11,8/8/11,12/4/12,44,29.54545455,2.272727273,58.66,0.051652893,0,0,0,Tuesday,BOM
GRUS9R,0,4/19/13,4/21/13,4/25/13,0,0,0,22.1,0.5,0,0,0,Tuesday,BOM
RHA3HD,1,1/29/13,2/18/13,4/14/13,45,13.33333333,2.222222222,48.65,0.054545455,0,0,0,Monday,DEL
YUVXXM,1,3/22/13,3/22/13,3/22/13,45,0,0,51.17,0,0,0,0,Tuesday,BOM
YBT7GU,1,5/26/10,3/22/11,11/14/12,34,79.41176471,2.941176471,134.4,0.024875622,0,0,0,Thursday,DEL
F7RUVU,0,3/27/11,4/25/11,1/19/12,0,0,0,94.07,0.029739777,0,0,0,Tuesday,BOM
NJKTSH,1,6/23/13,12/3/13,12/3/13,45,0,0,156.73,0,1,0,0,Wednesday,BOM
GBKSEV,1,8/28/12,7/20/12,4/11/13,37,5.405405405,0,54.24,0.128301887,0,0,0,Sunday,MAA
SSLBMK,0,6/12/13,7/18/13,7/30/13,7,57.14285714,0,214.44,0.25,1,0,0,Thursday,MAA
3XVBXP,1,9/21/11,1/8/12,1/12/14,39,46.15384615,25.64102564,66.39,0.080272109,1,0,0,Tuesday,DEL
HDW2UU,1,5/21/09,7/2/09,1/13/14,57,31.57894737,24.56140351,52.66,0.03321256,1,1,0,Tuesday,DEL
M6AWBZ,1,4/27/13,5/19/13,6/3/13,43,6.976744186,6.976744186,77.17,0.133333333,0,0,0,Wednesday,MAA
6Z5BVV,1,7/7/13,7/7/13,1/20/14,52,75,23.07692308,73.23,0.137055838,1,0,0,Tuesday,BOM
X2TLGQ,1,12/6/09,1/4/10,1/12/14,52,19.23076923,13.46153846,67.74,0.032675289,1,0,0,Monday,DEL
KH9JDR,1,6/25/12,8/15/12,1/13/14,50,86,8,73.56,0.062015504,1,0,0,Thursday,MAA
UFBMQY,1,7/30/12,9/4/12,1/1/14,48,85.41666667,6.25,86.34,0.076446281,1,0,0,Thursday,BLR
9A7F3C,1,8/28/12,9/17/12,9/17/12,46,2.173913043,0,55.5,0,0,0,0,Tuesday,MAA
8HDWDX,1,5/28/13,5/29/13,5/29/13,45,0,0,87.13,0,1,0,0,Thursday,MAA
HTBY8A,1,9/5/12,9/5/12,1/19/14,52,76.92307692,7.692307692,93.04,0.083832335,0,0,0,Monday,BOM
JAJSLP,1,8/15/11,8/15/11,11/18/13,48,25,8.333333333,42.47,0.010895884,0,0,0,Tuesday,BOM
MHXGN9,1,1/19/11,4/13/11,12/1/13,47,4.255319149,2.127659574,62.86,0.086188993,0,0,0,Friday,DEL
H53RNT,1,10/21/10,3/22/11,12/3/13,50,8,4,116.17,0.019250253,0,0,0,Tuesday,DEL
2GMAK5,1,6/8/11,6/8/11,1/15/14,54,27.77777778,3.703703704,55.14,0.128151261,0,0,0,Thursday,BOM
K9K8N2,1,9/18/11,10/10/11,12/1/13,50,22,8,153.96,0.045977011,1,0,0,Monday,BOM
NUG7YF,1,12/1/12,10/30/13,12/15/13,36,88.88888889,8.333333333,63.85,0.043478261,0,0,0,Thursday,MAA
4Q2WVU,1,10/11/10,1/30/11,6/2/13,47,4.255319149,2.127659574,97.26,0.026932084,1,0,0,Monday,DEL
GH67L2,1,2/12/13,2/17/13,2/17/13,45,0,0,63.73,0,0,0,0,Tuesday,BOM
RH5JE6,1,8/28/12,3/27/13,4/4/13,35,85.71428571,0,157.15,0.25,0,0,0,Saturday,MAA
9HBCQJ,0,10/22/10,3/8/11,1/19/14,4,0,0,75.87,0.044847328,1,0,0,Tuesday,DEL
Q5R2AB,1,5/1/13,6/10/13,12/17/13,54,22.22222222,7.407407407,40.68,0.052631579,0,1,0,Wednesday,BOM
LJ3CXE,1,4/10/13,4/13/13,11/21/13,37,16.21621622,2.702702703,66.81,0.013513514,0,0,0,Monday,BOM
HM7524,1,8/28/12,7/24/12,1/15/14,54,55.55555556,7.407407407,50.63,0.101851852,1,1,0,Thursday,MAA
GFTPL6,1,4/6/13,4/7/13,12/26/13,38,97.36842105,44.73684211,57.99,0.022813688,0,0,0,Tuesday,BOM
G9DUDF,1,3/1/12,3/1/12,1/7/14,42,78.57142857,23.80952381,110.8,0.059084195,1,0,0,Friday,BOM
5Q93JK,1,7/7/13,7/7/13,7/7/13,45,8.888888889,4.444444444,50.87,0,1,0,0,Tuesday,MAA
TMXGNE,1,9/4/12,9/4/12,2/28/13,36,0,0,116.15,0.011299435,1,0,0,Sunday,MAA
47NU3H,1,8/28/12,8/28/12,8/28/12,35,2.857142857,0,88.66,0,0,0,0,Sunday,DEL
VESAF3,1,12/13/12,12/13/12,3/7/13,47,0,0,92.39,0.047619048,0,0,0,Friday,BOM
TBW5UA,1,8/28/12,8/2/12,11/3/13,44,4.545454545,2.272727273,63.29,0.026200873,0,0,0,Sunday,BLR
3KMZHJ,1,8/26/12,8/26/12,12/17/13,51,5.882352941,3.921568627,74.42,0.083682008,1,0,0,Monday,BOM
Z89JDP,1,5/31/13,6/3/13,6/3/13,45,2.222222222,2.222222222,62.02,0,1,0,0,Tuesday,BOM
MQPZZ7,1,2/15/13,2/15/13,5/19/13,44,25,4.545454545,55.45,0.032258065,0,0,0,Tuesday,MAA
WPVPTJ,1,6/4/13,7/6/13,7/6/13,45,2.222222222,0,91.1,0,1,0,0,Monday,MAA
KQZ3T,1,3/30/11,5/5/11,6/5/13,48,4.166666667,2.083333333,88.73,0.040682415,0,0,0,Thursday,DEL
SMUEQ3,1,6/28/13,7/23/13,8/28/13,47,2.127659574,0,64.53,0.111111111,1,0,0,Thursday,MAA
YSDE7L,1,1/19/11,6/25/12,1/13/14,46,47.82608696,34.7826087,28.06,0.0335097,1,0,0,Friday,BOM
S99FX3,0,3/23/13,6/10/13,6/10/13,0,0,0,112.37,0,0,0,0,Wednesday,BOM
9FR8SR,1,2/6/13,2/12/13,5/27/13,48,2.083333333,0,59.22,0.067307692,1,0,0,Wednesday,BOM
5VAGYN,1,11/7/11,11/15/11,12/17/13,42,30.95238095,19.04761905,66.84,0.007863696,0,0,0,Tuesday,DEL
WTE5N8,1,7/3/13,7/3/13,8/4/13,35,74.28571429,5.714285714,86.1,0.09375,1,0,0,Monday,BOM
VQS2TN,1,2/11/11,6/24/11,1/12/14,59,16.94915254,13.55932203,34.42,0.028938907,1,0,0,Friday,BOM
KD4WKD,1,2/2/13,2/7/13,3/25/13,37,8.108108108,2.702702703,51.72,0.065217391,0,0,0,Thursday,BOM
NYAUDG,1,12/25/12,4/6/13,4/6/13,38,28.94736842,7.894736842,52.97,0,0,0,0,Saturday,BLR
7LW9FJ,1,1/31/12,2/6/12,8/5/13,42,33.33333333,7.142857143,86.63,0.027472527,1,0,0,Tuesday,BOM
2FPD6F,0,8/28/12,8/23/12,10/18/12,0,0,0,108.68,0.089285714,1,0,0,Sunday,MAA
MYSMYC,1,8/17/10,9/1/10,4/30/13,48,0,0,65.37,0.025720165,1,0,0,Wednesday,DEL
A32E2U,1,3/16/13,12/1/13,12/1/13,44,29.54545455,2.272727273,50.12,0,0,0,0,Monday,MAA
9ENBU2,1,4/27/12,5/7/12,1/19/14,43,34.88372093,2.325581395,118.8,0.07073955,0,0,0,Wednesday,BOM
TKYZH2,1,5/17/12,5/20/12,4/17/13,47,2.127659574,2.127659574,75.84,0.024096386,0,0,0,Monday,BOM
NDSVXV,1,9/14/11,9/14/11,1/12/14,60,1.666666667,0,109.87,0.043478261,1,0,0,Monday,DEL
N9D8TJ,1,11/6/11,11/16/11,12/13/11,30,83.33333333,16.66666667,69.58,0.074074074,0,0,0,Wednesday,DEL
P9CQX6,1,6/2/13,7/23/13,7/23/13,46,23.91304348,0,80.72,0,1,0,0,Thursday,BLR
7U95EU,1,7/26/11,7/27/11,12/11/13,43,53.48837209,34.88372093,58.15,0.020737327,1,0,0,Wednesday,BOM
QKQ2QM,1,5/13/11,5/18/11,11/14/13,54,3.703703704,1.851851852,45.76,0.007683864,0,0,0,Thursday,BOM
MM46YB,1,6/5/13,6/6/13,6/6/13,45,0,0,90.84,0,1,0,0,Friday,DEL
FV9DLJ,0,9/3/10,12/4/12,4/22/13,0,0,0,55.88,0.136690647,0,0,0,Tuesday,DEL
9VRB3J,1,4/13/13,9/17/13,1/19/14,58,74.13793103,25.86206897,62.65,0.209677419,0,1,1,Wednesday,MAA
9Z2SBZ,1,2/16/13,3/3/13,8/18/13,35,65.71428571,20,53.8,0.011904762,0,0,0,Monday,BOM
J8UH4Z,1,1/3/13,1/3/13,2/20/13,38,0,0,99.23,0.083333333,0,0,0,Sunday,MAA
JMQ7DV,1,2/3/12,2/3/12,3/15/12,37,62.16216216,2.702702703,28.07,0.097560976,1,0,0,Friday,DEL
XFXKED,0,10/3/11,10/3/11,1/8/14,2,100,100,68.42,0.018115942,0,0,0,Thursday,DEL
5JN6LW,0,4/26/10,8/8/11,7/8/13,0,0,0,127.32,0.002857143,1,0,0,Tuesday,BOM
5Z4AAY,1,3/15/13,4/9/13,4/9/13,30,80,3.333333333,54.6,0,0,0,0,Wednesday,BOM
HXX99M,1,3/13/13,6/11/13,8/20/13,39,46.15384615,5.128205128,58.25,0.042857143,1,0,0,Wednesday,DEL
DN28L4,1,3/2/13,3/21/13,3/21/13,45,0,0,33.1,0,0,0,0,Friday,BOM
J8LT8J,0,5/14/13,5/18/13,8/5/13,4,0,0,305.24,0.101265823,1,0,0,Tuesday,DEL
KDRTFV,1,10/27/10,5/21/12,12/8/13,43,67.44186047,9.302325581,97.93,0.022968198,1,0,0,Monday,BOM
NJA9ZE,1,4/16/13,4/17/13,4/17/13,45,2.222222222,0,50.93,0,0,0,0,Tuesday,BOM
H9LBNK,1,4/20/13,10/21/13,10/21/13,41,14.63414634,4.87804878,56.41,0,1,0,0,Tuesday,BOM
SKNE39,0,12/28/12,12/28/12,12/28/12,0,0,0,71.75,0,1,0,0,Friday,DEL
W9KTDN,1,4/25/13,6/6/13,10/14/13,35,71.42857143,5.714285714,98.28,0.038461538,0,0,0,Tuesday,DEL
ZWGC2B,1,6/21/10,1/27/11,10/27/13,34,91.17647059,5.882352941,101.06,0.03685259,1,0,0,Monday,DEL
6T53R9,1,8/28/12,8/30/12,1/5/14,44,90.90909091,13.63636364,131.33,0.058823529,1,1,1,Tuesday,MAA
7Z2YDA,1,9/8/12,9/30/12,9/30/12,40,27.5,2.5,79.93,0,1,0,0,Thursday,MAA
